,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SBILIFE,SHREECEM,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
2000-02-15,,421.6,35.85,,40.35,,,,660.0,1160.0,,,1370.0,50.0,56.5,361.0,2488.9,231.0,,898.0,851.6,2335.0,335.25,169.95,1004.25,230.0,37.5,9980.0,5.2,154.0,418.0,581.0,,,394.75,181.1,,,,49.0,250.95,2068.9,,167.0,134.5,,103.0,,,7074.4
1993-03-03,,277.5,,,,,,,265.0,,,,,30.0,,447.5,,,,,690.0,367.5,1490.0,,532.5,,,,,,187.5,128.75,,,345.0,,,,,,,,,251.25,186.25,,,,,
2012-04-19,134.15,3323.65,1196.65,1732.05,892.05,701.1,,323.2,571.5,319.05,361.3,847.95,1807.95,2320.3,360.85,2666.35,503.5,554.2,,2192.75,128.15,426.8,690.25,877.8,244.45,261.25,345.2,2404.15,762.75,595.15,1318.75,706.25,1389.35,168.0,4913.85,272.25,114.55,,,2887.85,2271.3,598.35,1102.2,319.35,467.0,708.9,236.75,,1465.1,421.25
2020-08-24,348.85,1963.25,445.7,3036.6,3490.65,6399.2,409.5,527.2,3909.1,751.95,139.75,3240.45,4472.15,2176.85,101.55,670.45,705.85,1116.8,598.55,3014.05,193.25,2194.4,1828.85,380.2,196.65,88.4,529.1,947.2,285.65,1386.9,991.85,601.85,7081.75,105.45,16535.5,81.2,185.15,,860.65,22200.85,201.4,533.35,2247.95,121.2,429.45,722.7,1127.15,,4186.45,272.7
2004-01-16,,339.45,158.1,,90.0,,465.8,114.25,675.05,1328.7,,1484.75,1347.4,250.0,229.2,1141.1,306.65,380.8,,463.35,1371.5,205.1,643.9,283.4,1121.7,498.65,48.2,5525.4,11.73,381.6,527.35,403.15,400.3,,695.0,816.15,,,,134.0,635.45,606.75,,487.9,436.15,,125.3,,,1707.85
2019-11-26,369.75,1710.6,752.25,3178.1,4099.1,9118.4,496.3,431.7,3054.5,478.3,197.5,1784.05,2967.75,22790.9,125.05,790.85,1110.2,1274.65,,2495.15,198.75,2061.2,2303.85,511.1,249.1,129.3,1517.0,690.7,253.2,1603.95,1362.9,538.6,7127.35,116.65,14531.55,130.45,194.3,,,21046.55,335.45,450.7,2046.9,163.8,424.45,763.5,1164.7,,4113.9,237.7
1997-01-16,,298.25,,,58.5,,350.0,,251.0,536.0,,,189.25,29.25,,430.0,,44.75,,285.5,789.75,868.75,2673.5,,399.75,,,835.0,7.0,81.0,245.75,348.75,,,237.25,179.75,,,,26.0,269.0,232.0,,345.0,189.0,,90.0,,,356.0
2009-11-24,546.35,1701.4,999.85,1505.6,288.7,329.15,,282.0,1672.2,327.0,,593.25,1109.75,584.85,402.1,2350.9,339.1,1776.2,,1688.1,135.25,279.45,2812.85,905.3,263.65,289.5,122.6,2425.6,998.95,779.75,1648.35,1067.45,1599.4,216.3,2540.4,1173.3,104.05,,,1717.75,2304.6,1458.75,698.4,649.55,557.4,971.3,1340.7,,818.4,646.8
2007-06-11,,840.9,564.75,,396.05,,338.2,810.3,1483.3,211.2,,5056.95,625.25,335.75,309.65,2346.6,345.55,1099.1,,698.9,160.95,188.35,1760.7,901.9,153.9,438.8,44.85,1980.1,576.1,569.7,1889.9,718.65,733.9,155.0,1157.85,861.1,,,,1116.05,1339.75,1057.3,1220.8,651.8,579.75,1499.9,1011.9,,802.85,542.4
2006-12-18,,715.0,472.6,,350.0,,327.5,616.95,1133.95,245.25,,2902.0,804.45,357.9,257.45,2752.75,627.15,1063.55,,750.35,176.35,230.15,1555.75,884.6,174.15,439.5,43.1,2222.95,338.85,379.25,1471.9,813.0,920.45,140.7,1042.3,854.6,,,,1333.7,1268.35,965.8,1181.75,888.8,467.4,1194.0,749.8,,1072.85,581.9
1999-12-06,,399.0,23.1,,36.9,,,,827.3,1546.0,,,1155.0,43.85,79.0,395.0,,153.6,,1100.0,838.9,2494.5,313.9,45.15,714.0,292.1,31.0,9430.0,6.2,113.9,410.5,391.5,,,510.0,224.1,,,,55.5,253.9,1798.15,,230.0,144.35,,136.85,,,1358.7
1999-12-02,,393.0,17.15,,33.1,,,,806.0,1580.0,,,1134.95,45.05,80.0,434.0,,131.75,,1088.75,854.0,2353.1,271.75,38.8,705.0,294.7,26.65,9355.0,6.35,97.7,401.8,417.5,,,495.0,221.0,,,,53.0,231.0,1555.0,,229.5,144.4,,130.05,,,1300.05
1996-06-17,,463.5,,,74.25,,,,,424.75,,,321.0,64.7,,603.5,,39.25,,287.0,1374.25,874.5,3133.0,,309.0,,,718.25,8.0,105.75,308.75,372.5,,,427.5,238.5,,,,48.0,308.0,275.0,,532.0,261.5,,138.0,,,575.0
1994-10-26,,565.0,,,,,,,345.0,,,,,60.0,,765.0,,,,,1150.0,680.0,2920.0,,400.0,,,,,,301.25,385.0,,,425.0,,,,,,,,,555.0,323.75,,,,,
2004-02-09,,320.05,143.4,,78.8,,,137.5,657.15,1162.4,,1456.85,1251.0,221.0,222.25,1115.6,300.2,363.65,,483.65,1295.6,193.2,658.55,333.3,996.35,477.15,41.95,5655.65,11.2,381.8,504.45,452.75,466.55,,649.45,744.6,,,,114.85,623.55,637.65,,541.0,423.2,,97.9,,,1631.4
2010-12-31,143.65,2874.85,1349.5,1541.5,703.75,463.9,,358.4,410.0,369.9,314.5,645.7,1662.55,1232.2,510.8,2340.8,456.05,2346.5,,1986.1,246.0,312.3,727.95,1144.65,174.5,343.0,265.45,3445.0,1176.2,452.45,1979.05,777.55,1420.6,200.6,3795.2,1293.4,98.2,,,2003.7,2811.05,484.65,1165.05,1306.3,678.95,702.4,3601.3,,1082.15,490.25
2005-07-25,,445.45,254.3,,299.75,,353.7,267.25,995.9,342.1,,1280.65,766.0,310.05,229.5,1172.25,389.95,674.6,,605.2,1278.95,164.55,904.95,489.75,1665.7,411.4,73.45,2222.3,274.05,425.7,1241.95,645.05,464.65,96.85,738.7,961.65,,,,367.0,743.05,616.05,1283.2,472.65,385.35,,499.3,,389.55,713.1
2017-10-25,414.95,1202.6,472.7,3233.5,1727.3,4996.2,510.0,515.5,4635.1,593.55,289.15,871.2,2351.95,31696.45,459.2,1211.35,907.0,1794.5,,3769.3,266.75,1273.55,1677.9,305.6,269.35,417.05,1593.7,935.4,259.8,1009.7,1204.45,1364.4,7871.8,183.35,7153.25,176.8,215.55,,,19367.55,324.7,523.25,2561.75,422.0,717.1,468.25,590.65,,4464.7,298.95
2013-05-30,154.45,4909.7,1432.95,1838.25,1469.65,668.95,383.6,315.9,700.1,383.0,327.85,973.35,2105.0,3773.15,320.6,2943.7,741.65,723.8,,1752.35,106.45,594.55,925.65,1182.75,354.25,294.8,528.5,2342.15,718.4,797.9,1426.65,1004.6,1637.65,156.75,5241.8,333.7,114.3,,,4863.2,2088.45,1072.75,1498.55,316.9,301.8,979.3,300.9,,1990.7,337.15
2007-06-28,,830.75,580.3,,381.1,,,842.5,1542.05,203.05,,5867.95,654.8,352.1,315.75,2623.5,333.6,1092.25,,680.7,168.95,189.35,1958.45,942.9,155.1,446.4,54.25,1925.9,600.2,642.0,2153.85,707.0,749.9,151.15,1145.45,906.35,,,,1282.85,1470.35,1015.55,1136.8,664.95,593.05,1400.2,1340.45,,873.0,515.15
1992-05-07,,430.0,,,,,,,425.0,,,,,,,530.0,,,,,625.0,375.0,2700.0,,650.0,,,,,,245.0,122.5,,,345.0,,,,,,,,,500.0,447.5,,,,,
2011-03-28,137.55,2529.85,1384.65,1399.3,666.05,516.05,,347.8,360.9,307.0,350.65,640.9,1549.5,1250.5,450.5,2468.75,476.25,2291.3,,1500.95,205.35,275.25,667.05,1099.35,178.7,314.1,264.2,3139.55,908.55,451.5,1639.2,677.15,1201.8,185.05,3702.3,279.2,99.05,,,1862.25,2747.3,442.7,1121.2,1220.3,613.45,724.15,3544.75,,1066.8,461.0
2019-05-14,370.8,1318.85,731.5,2936.4,2884.05,7369.0,358.25,335.75,2692.9,556.15,242.25,1617.95,2806.15,19237.65,343.15,845.4,1065.95,2290.2,,2508.85,193.2,1694.4,1963.7,380.8,294.0,143.4,1430.45,713.85,280.35,1384.8,1341.5,616.05,6569.55,125.5,10214.7,163.95,181.8,,,18986.2,313.9,420.15,2094.35,184.35,469.75,791.1,1153.4,,4419.65,284.3
2015-09-02,334.65,806.25,466.85,2207.35,5028.35,1780.25,,343.35,2982.8,650.05,344.5,2256.35,4202.6,18342.9,293.6,3418.2,949.45,995.65,,2343.25,74.65,832.65,1125.8,265.25,320.0,395.1,824.9,1100.3,892.85,606.6,1528.9,1134.95,4031.1,116.65,5937.0,225.55,125.25,,,10888.65,230.6,890.35,2593.2,325.35,219.65,535.6,324.85,,2877.25,555.9
2006-05-18,,608.65,325.25,,455.1,,406.1,399.75,1551.2,244.65,,1536.8,1553.65,298.95,263.95,1985.95,529.85,818.0,,873.9,191.95,258.5,1289.35,591.55,191.15,513.25,54.15,3039.75,286.15,330.8,2543.1,651.9,819.45,123.55,1104.65,1348.7,,,,1005.65,908.0,860.1,1922.3,872.9,545.45,,688.4,,710.3,509.85
2002-12-18,,330.9,45.6,,47.55,,209.6,25.15,516.05,858.4,,,875.95,80.9,68.5,285.3,191.7,217.3,,278.7,573.7,180.15,363.15,142.3,678.25,232.95,16.45,4572.35,4.05,163.7,199.8,106.25,,,518.0,356.5,,,,51.5,288.95,580.25,,158.0,139.8,,72.8,,,1593.55
2012-01-04,122.6,2672.35,847.5,1426.3,604.9,420.4,,347.4,448.1,329.85,326.5,784.7,1591.7,1520.4,393.2,2403.4,418.1,443.25,,1787.0,118.25,395.45,659.85,743.0,199.5,252.7,242.0,2854.25,585.45,439.0,1068.9,638.2,948.4,160.1,4120.6,265.95,101.1,,,2144.0,1695.15,501.35,1174.4,200.45,363.65,603.85,177.55,,1143.4,417.9
2015-11-16,272.45,801.85,481.6,2383.5,5269.65,1907.25,898.35,335.9,2844.85,626.2,331.1,1129.0,3500.5,15294.8,294.65,3680.55,838.55,1058.05,,2611.45,79.1,784.75,1178.85,267.2,338.3,402.15,912.5,1080.2,907.85,679.5,1357.2,1278.15,4649.8,131.15,5983.9,230.2,128.85,,,10884.35,247.95,740.3,2374.9,400.2,229.8,515.6,359.15,,2731.95,553.05
1996-07-18,,382.0,,,61.75,,,,,450.0,,,315.0,56.8,,519.25,,37.75,,339.25,1151.75,872.25,2546.0,,318.0,,,700.0,7.25,78.75,258.25,319.75,,,278.5,225.0,,,,33.75,322.75,275.0,,555.5,233.75,,140.0,,,
2019-04-18,390.05,1465.35,771.2,3063.0,3013.8,7565.85,362.15,346.75,2999.75,562.0,251.75,1725.4,2800.9,21029.2,351.95,865.4,1100.35,2290.15,,2739.3,207.25,1737.45,2003.9,404.9,304.35,156.15,1764.0,716.4,298.95,1376.7,1360.75,683.4,7441.1,135.4,10952.7,160.2,194.2,,,19656.35,310.9,462.1,2145.5,235.9,542.85,799.35,1125.75,,4250.55,284.8
2002-02-04,,271.45,31.4,,40.0,,244.15,,579.05,1081.25,,,925.95,33.0,77.7,283.5,242.3,225.05,,309.7,719.9,218.8,636.7,89.9,696.85,148.4,11.15,3708.7,2.1,78.05,193.7,115.6,,,503.8,157.7,,,,43.1,217.7,624.9,,127.4,99.9,,38.35,,,1596.4
2009-06-29,634.95,1173.15,867.1,1042.4,154.7,411.9,,807.45,1609.05,261.8,,1162.35,781.2,315.25,290.05,2315.15,191.65,1506.25,,1382.85,87.8,266.15,2371.95,748.7,193.35,545.4,91.05,1783.75,633.1,671.1,1615.05,704.05,1066.2,196.95,1920.15,1068.05,111.4,,,1201.45,1765.1,1100.35,385.9,313.85,397.15,742.4,1186.35,,701.25,378.65
1992-07-29,,440.0,,,,,,,305.0,,,,,,,460.0,,,,,595.0,302.5,2050.0,,435.0,,,,,,180.0,105.0,,,265.0,,,,,,,,,315.0,330.0,,,,,
2018-12-20,375.1,1425.3,633.0,2884.2,2591.5,6404.65,370.7,316.15,3170.05,519.85,251.0,1510.85,2628.8,24151.35,353.25,830.9,961.05,2133.95,,3361.15,223.65,1833.9,1976.25,362.25,282.2,147.8,1615.1,666.85,308.65,1236.0,1449.2,795.35,7808.95,149.1,11206.6,148.65,198.15,,,17476.3,293.85,429.25,1956.35,175.95,523.45,706.0,926.4,,4047.3,333.55
2011-01-04,148.25,2837.85,1347.4,1430.55,695.05,467.95,652.95,355.3,411.35,378.6,319.55,663.8,1694.15,1236.9,520.05,2401.35,460.8,2343.4,,1975.2,243.25,321.05,727.65,1104.1,177.45,348.6,255.65,3468.0,1169.1,459.85,1971.2,780.2,1429.25,199.95,3894.7,1286.8,98.45,,,2019.85,2733.6,489.85,1143.75,1300.5,694.5,744.95,3657.9,,1085.8,484.35
2003-10-21,,290.45,77.65,,69.5,,,72.65,557.05,1165.35,,808.8,1126.85,153.0,152.9,750.75,198.9,310.15,,320.8,1090.8,188.6,530.75,212.1,871.1,351.7,24.3,4552.75,15.64,341.85,404.65,295.05,261.5,,574.85,597.75,,,,89.65,488.15,521.55,,363.15,333.95,,107.7,,,1312.15
2005-03-21,,391.4,240.3,,161.7,,386.95,212.0,904.15,274.35,,1018.6,722.15,300.25,227.55,1260.2,359.45,560.1,,534.7,1377.65,130.2,752.75,408.6,1296.5,459.55,53.5,2236.35,,365.15,1024.6,509.5,428.45,88.15,654.1,903.3,,,,333.55,722.45,478.4,1452.2,450.35,431.0,,242.95,,361.3,684.75
2003-06-09,,381.45,49.3,,57.35,,267.15,41.3,548.3,723.3,,408.55,965.2,113.6,102.95,389.7,143.8,260.1,,236.95,699.75,169.1,382.85,140.35,713.2,383.55,19.8,2983.85,7.46,152.85,229.8,130.1,,,534.9,473.65,,,,69.95,363.1,335.75,,183.65,155.75,,65.1,,,850.2
1998-01-15,,297.0,,,27.0,,,,393.5,578.0,,,333.0,12.0,103.5,329.0,,72.5,,781.5,659.25,1320.5,2847.75,41.0,590.25,700.0,,1172.25,4.9,24.5,193.5,283.5,,,276.0,248.0,,,,15.6,238.0,226.0,,244.25,125.25,,64.5,,,493.25
2016-03-30,245.85,881.4,443.4,2417.2,6789.0,1696.1,900.95,353.9,2636.35,512.1,296.45,981.85,3013.2,18708.85,359.75,3840.9,821.05,1064.8,,2922.45,88.05,862.65,1115.55,237.45,326.7,400.0,946.15,1205.8,1273.2,683.6,1226.75,1220.2,3728.0,129.75,5476.4,217.85,139.75,,,12254.65,197.55,811.6,2488.35,388.9,324.4,472.9,338.3,,3192.05,561.2
2013-11-12,146.0,531.05,1049.0,2024.15,1412.75,672.5,339.85,337.5,903.2,420.95,285.1,1140.1,2468.3,4198.5,331.6,2652.1,1095.35,645.95,,2037.8,111.2,574.55,794.85,1012.45,319.75,198.85,414.5,3339.35,835.75,716.3,928.8,879.25,1585.2,148.85,5658.15,265.85,95.05,,,4381.0,1675.45,598.15,2086.8,360.05,352.3,1685.65,232.1,,1882.85,482.0
2013-06-26,147.7,4491.5,1249.95,1788.1,1375.45,629.6,,278.45,648.95,379.9,288.35,977.8,2093.15,3377.4,296.7,2783.75,767.5,623.7,,1638.15,94.55,588.3,815.1,1026.85,323.0,221.9,455.0,2397.55,644.65,688.45,1353.95,912.15,1546.5,141.2,4883.35,307.8,105.75,,,4439.7,1900.7,940.3,1433.65,273.2,264.7,1037.85,225.45,,1776.15,347.55
1997-12-16,,288.0,,,29.5,,356.0,,417.0,548.0,,,302.75,11.0,119.25,327.5,,71.0,,816.5,709.5,1285.5,2933.5,39.0,559.5,655.0,,1139.75,4.9,27.0,179.25,285.0,,,263.75,295.0,,,,,220.0,230.0,,287.0,128.25,,64.0,,,497.0
1993-05-13,,280.0,,,,,,,230.0,,,,,19.0,,380.0,,,,,670.0,385.0,1165.0,,487.5,,,,,,186.25,138.75,,,286.25,,,,,,,,,175.0,165.0,,,,,
1998-12-22,,285.0,15.3,,28.9,,,,886.25,859.75,,,475.0,11.8,74.5,181.3,,52.75,,561.0,502.25,1669.5,2174.5,22.05,713.75,408.0,18.75,2973.75,3.1,18.1,148.6,161.4,,,457.0,181.5,,,,18.35,155.4,274.6,,156.7,108.8,,78.15,,,1797.5
2012-05-17,113.8,3691.3,949.95,1574.35,861.1,704.3,,298.3,520.5,313.9,306.45,895.95,1661.9,2063.8,310.85,2309.9,484.8,497.35,,1890.0,108.8,428.5,632.8,787.25,234.85,267.8,305.1,2371.35,601.85,540.6,1163.35,636.15,1205.0,142.1,4687.65,246.2,104.4,,,2598.35,1848.1,580.25,1220.3,271.1,405.85,608.15,229.75,,1410.65,390.25
2011-04-28,144.95,2686.45,1334.3,1476.55,705.9,547.3,632.35,386.75,379.85,309.45,376.3,709.7,1674.65,1249.7,474.6,2440.25,512.45,2338.85,,1696.1,218.8,278.95,715.1,1117.55,191.55,339.3,266.7,2931.55,957.0,441.0,1662.15,767.65,1303.2,183.5,3927.0,317.75,103.9,,,2049.2,2858.95,449.5,1160.05,1231.7,613.55,687.75,4117.3,,1064.4,446.7
2008-07-09,554.0,1034.8,669.75,450.85,142.9,516.35,270.0,747.4,1367.05,209.9,,1369.65,655.55,252.2,352.4,1751.65,244.65,1058.75,,707.1,145.65,215.55,2095.05,621.9,183.5,359.6,54.1,1821.1,859.9,520.0,2512.95,534.3,588.65,168.2,1623.25,877.0,84.3,,,560.35,1238.5,1316.8,875.65,404.55,677.9,751.15,1074.25,,566.5,433.7
2013-11-26,157.7,506.8,1114.9,1939.7,1384.35,717.2,,327.55,889.0,385.95,263.15,1163.0,2407.35,4318.4,328.75,2536.95,1058.2,652.15,,2044.95,118.4,587.55,806.7,1045.25,310.85,201.05,412.75,3318.95,890.5,743.95,1001.85,943.15,1663.0,148.75,5238.9,286.8,93.95,,,4359.25,1785.85,573.3,1995.3,390.25,391.9,1717.5,225.1,,1856.7,474.95
2016-12-27,266.8,876.35,437.45,2633.6,809.85,2734.95,615.6,299.4,2822.95,562.9,289.35,788.9,3035.65,20565.1,424.6,809.8,803.1,1185.4,,3034.0,155.55,806.4,1231.8,253.3,234.1,316.85,1063.55,999.25,1579.65,711.75,1354.45,1166.65,5226.9,160.05,5886.05,190.5,181.1,,,13526.6,248.7,620.4,2321.85,466.5,392.75,468.95,316.3,,3156.85,464.0
1996-10-04,,310.0,,,45.5,,,,,371.25,,,203.75,26.0,,386.0,,35.75,,250.0,643.5,785.75,2259.0,,307.0,,,640.0,5.15,77.0,221.75,309.0,,,215.25,138.0,,,,23.5,228.5,222.0,,393.0,169.0,,102.0,,,
2018-01-31,428.45,1131.05,593.4,3338.8,1677.5,4810.8,491.9,439.65,4672.5,587.45,298.6,1036.45,2225.25,26948.9,478.3,1157.3,985.65,2006.35,,3691.6,255.85,1369.65,1955.7,352.95,271.25,417.75,1754.15,1150.65,290.15,1109.75,1416.6,763.45,9514.15,170.25,7464.8,203.35,193.5,,,17212.45,312.75,579.35,3111.75,399.25,705.05,610.85,869.05,,4379.9,304.65
2018-07-31,400.1,1448.3,550.1,2700.7,2698.55,6985.9,389.3,390.7,6530.05,639.75,261.7,1146.15,2127.15,27820.95,374.7,1026.75,964.8,2181.05,,3293.8,213.4,1731.6,1994.75,303.95,297.2,164.45,1994.4,1365.0,329.9,1309.35,1302.6,933.9,9506.4,155.15,10537.2,165.5,182.2,,,17064.15,293.4,566.65,1941.25,264.15,562.85,680.3,910.45,,4189.95,276.8
2013-04-10,151.0,4536.05,1239.25,1721.65,1117.15,752.45,369.6,281.65,525.6,397.85,307.4,1028.9,1898.95,2780.05,315.05,2741.4,766.05,631.6,,1459.6,91.0,467.6,780.65,1004.45,284.55,287.5,388.15,2813.25,664.6,636.0,1350.0,837.3,1413.3,142.35,4510.45,302.15,104.4,,,4020.25,2021.0,857.05,1530.05,267.65,305.55,997.25,252.0,,1787.2,402.35
2012-02-28,148.4,3155.05,1170.0,1770.55,772.3,582.55,,343.4,509.1,319.0,330.55,723.9,1646.2,1724.05,374.05,2747.1,482.75,530.2,,1971.55,146.8,380.5,670.0,910.75,210.6,275.2,304.1,2871.45,794.05,550.55,1347.3,704.2,1269.25,180.05,4448.6,283.55,111.8,,,2754.1,2229.55,545.7,1227.7,272.65,458.45,600.5,225.15,,1406.55,420.3
1995-01-31,,540.0,,,,,,,310.0,,,,,60.0,,695.0,,,,,1020.0,605.0,2275.0,,332.5,,,,,,228.75,350.0,,,410.0,,,,,,,250.0,,515.0,235.0,,,,,
2005-05-04,,379.8,230.95,,179.5,,,216.15,843.25,266.45,,929.6,652.7,315.15,211.05,1128.7,341.15,538.95,,529.5,1216.25,135.45,753.4,366.8,1426.35,447.25,50.95,1938.7,316.7,304.75,996.7,460.4,413.35,82.05,670.95,836.55,,,,371.65,607.55,491.5,1120.7,420.0,354.0,,249.2,,353.8,631.0
2015-09-10,326.1,807.75,483.0,2302.45,5051.9,1804.65,,350.45,2870.45,653.9,338.15,2160.45,3973.25,18472.35,292.3,3469.8,918.15,1010.8,,2343.95,76.55,790.6,1164.15,267.45,313.5,398.6,867.35,1080.35,975.95,633.1,1613.25,1169.75,4301.55,119.2,6013.4,226.65,123.05,,,11173.65,227.6,840.25,2542.35,354.25,240.3,533.5,326.25,,2974.5,551.4
2000-08-22,,269.1,37.9,,,,166.5,,681.3,793.4,,,1199.9,,50.0,259.15,1120.55,231.9,,924.1,791.35,243.95,484.9,200.45,769.15,143.0,17.05,8310.55,7.2,74.6,209.0,202.8,,,457.1,107.0,,,,,198.8,591.35,,92.5,112.35,,53.95,,,2773.05
2014-07-18,287.75,581.4,1996.05,2081.4,2188.0,963.05,583.0,336.2,996.8,440.95,375.35,1495.6,2644.4,8579.6,445.3,3333.35,1499.0,832.45,,2508.5,184.55,622.0,981.05,1477.2,344.15,335.4,542.0,3253.2,1215.95,935.1,1686.0,1180.1,2524.0,149.75,4998.7,410.4,137.15,,,7314.7,2561.45,741.25,2442.65,475.2,562.0,2121.7,329.65,,2548.1,547.7
2006-05-29,,568.55,308.9,,473.8,,,380.0,1454.65,236.5,,1482.8,1384.05,291.65,246.65,1885.8,510.45,760.55,,844.45,188.7,241.65,1205.2,568.9,178.6,459.75,50.35,2966.65,301.7,311.45,2443.8,591.5,791.05,114.55,1100.05,1194.05,,,,876.95,882.25,828.65,1845.9,825.0,561.3,,671.0,,654.8,470.45
2011-07-18,154.9,3171.15,1263.8,1416.55,722.25,538.6,670.65,392.35,483.1,317.85,368.85,829.6,1573.75,1332.3,453.75,2169.85,504.0,514.4,,1817.55,182.05,332.4,700.3,1048.5,201.25,337.35,277.55,2714.05,881.9,488.75,1791.5,706.55,1172.15,186.05,4430.3,277.0,109.3,,,1789.65,2472.3,500.65,1125.4,1016.05,572.15,740.75,227.6,,991.65,412.75
2016-12-13,286.1,908.95,452.35,2659.4,837.4,2876.75,627.05,329.85,2937.35,578.2,305.75,1158.65,3164.9,22286.7,424.1,850.75,799.75,1185.8,,3201.95,176.65,829.75,1276.95,264.75,235.3,301.6,1090.05,990.05,1632.15,730.45,1375.4,1168.7,5160.85,164.9,6327.45,311.85,185.2,,,14898.0,265.5,683.0,2200.85,470.35,420.65,484.0,320.9,,3363.05,463.6
1996-10-17,,324.0,,,45.75,,,,226.0,400.0,,,211.75,31.4,,423.75,,35.25,,260.0,569.25,794.25,2181.0,,307.0,,,675.0,5.85,75.25,210.5,319.5,,,221.0,157.75,,,,,210.0,211.0,,420.25,172.5,,106.0,,,
2004-02-04,,320.45,144.75,,76.5,,435.95,131.2,654.9,1149.2,,1476.45,1323.15,227.75,214.2,1095.1,298.2,350.5,,461.25,1220.1,193.1,649.8,303.6,1001.9,432.15,39.1,5369.35,11.08,377.6,519.5,440.7,444.55,,609.2,717.55,,,,119.1,590.5,635.2,,544.55,416.1,,100.95,,,1517.65
1999-03-26,,254.5,13.1,,27.9,,198.0,,1259.25,1436.5,,,844.0,11.75,61.75,151.0,,63.35,,866.0,425.0,2225.0,2285.75,27.55,918.25,282.5,18.7,2707.5,3.05,18.1,214.9,226.1,,,562.0,117.7,,,,19.5,206.2,450.75,,167.0,101.5,,78.2,,,3667.25
1996-07-29,,362.0,,,59.0,,,,,445.75,,,262.5,53.3,,484.25,,35.75,,295.0,1015.0,842.0,2455.0,,292.5,,,675.0,7.2,90.0,247.75,334.0,,,281.5,220.0,,,,35.0,277.25,271.0,,507.0,185.25,,130.25,,,525.0
2001-03-09,,263.1,30.35,,28.9,,195.55,,689.1,1000.1,,,1307.35,26.25,54.2,297.55,433.75,251.05,,814.65,752.05,222.0,522.35,191.2,792.25,169.95,15.95,4817.5,5.0,59.95,256.3,136.55,,,545.2,141.35,,,,47.5,256.0,495.8,,80.9,139.8,,46.75,,,2030.0
2014-07-01,244.1,583.6,1920.3,2329.75,2008.8,950.7,,335.4,1014.4,436.3,384.85,1471.35,2609.85,8052.1,459.65,3408.4,1501.4,823.1,,2640.8,175.2,628.25,981.65,1437.7,325.15,343.2,575.8,3221.75,1269.2,884.85,1725.35,1194.15,2584.85,154.8,4944.35,422.15,139.65,,,7158.2,2680.8,679.4,2390.4,450.95,541.35,2112.05,355.8,,2629.85,538.65
2005-02-25,,355.2,225.65,,165.45,,,219.85,925.0,258.65,,1071.3,711.35,333.8,242.05,1318.85,329.1,569.3,,520.5,1394.6,140.5,757.2,367.25,1287.1,485.3,54.0,2179.95,,319.9,1081.85,528.2,474.35,92.55,600.8,842.35,,,,311.7,685.25,477.25,1364.3,470.1,409.8,,211.6,,364.4,674.45
1993-03-09,,275.0,,,,,,,205.0,,,,,25.0,,435.0,,,,,670.0,356.25,1400.0,,462.5,,,,,,160.0,121.25,,,322.5,,,,,,,,,237.5,156.25,,,,,245.0
2020-05-15,309.35,1553.75,388.65,2666.9,2086.45,4723.65,318.0,554.1,3125.25,570.2,129.5,2334.3,3733.85,14103.4,85.8,517.35,511.25,888.2,487.65,2195.3,119.2,2032.2,1635.6,322.65,164.6,75.5,418.8,652.3,174.15,1177.85,864.2,381.45,5100.65,90.9,16420.65,76.1,159.95,,751.55,19165.05,166.4,448.5,1893.3,84.4,273.45,510.4,845.4,,3579.9,183.5
2007-12-10,1072.4,995.25,937.45,,342.0,,425.5,970.45,1461.25,192.8,,1749.4,659.85,477.3,498.85,3614.0,311.4,1693.2,,686.2,193.1,205.5,2872.15,1273.75,187.1,617.05,131.4,1748.45,1210.45,1309.5,4238.75,776.1,1045.4,241.8,1487.05,1194.55,150.55,,,1443.5,2424.5,1112.0,1035.7,766.25,833.5,1170.95,1488.2,,999.65,499.45
1991-05-03,,230.0,,,,,,,142.5,,,,,,,230.0,,,,,271.25,162.5,,,162.0,,,,,,97.0,77.5,,,140.0,,,,,,,,,232.5,180.0,,,,,280.0
2011-01-13,141.1,2714.4,1269.2,1286.7,637.7,432.25,597.8,346.05,371.0,344.05,310.3,632.35,1641.6,1163.35,497.9,2464.85,463.3,2142.15,,1830.5,234.2,302.4,667.95,1027.4,173.15,310.6,233.95,3212.3,1002.2,406.9,1748.7,738.1,1313.1,188.85,3784.5,1199.3,96.6,,,1834.95,2560.65,482.75,1124.2,1235.65,637.45,688.4,3415.8,,1038.0,455.0
